slots,handler,retail_address,audit_class,source_kind,source_path,source_line,native_generated_stub,native_authored_stub,direct_generated_stub_calls,direct_authored_stub_calls,mips_comparison,retail_size,current_size,relocation_checks,source_conditionals,source_markers,detail
99,func_8008FB98,0x8008FB98,PORT_OVERRIDE_UNPROVEN,c,src/field/camera/camera_movement.c,77,False,False,,,match,180,180,32,XENO_PC_PORT,,native conditional body replaces retail fallback
9A,func_8008FC4C,0x8008FC4C,PORT_OVERRIDE_UNPROVEN,c,src/field/camera/camera_movement.c,101,False,False,,,size_mismatch,244,236,0,XENO_PC_PORT,,native conditional body replaces retail fallback; current=236 retail=244
9B,FieldScriptSetCameraInterpolationStep,0x8008FD40,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,149,False,False,,,match,144,144,14,,,normalized instructions and relocation targets match
9C,func_8009BB0C,0x8009BB0C,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,42,False,False,,,match,396,396,24,,,normalized instructions and relocation targets match
9D,func_8009A34C,0x8009A34C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1260,False,False,,,size_mismatch,212,208,0,,,matching comparison: size_mismatch; current=208 retail=212
9E,func_8009B9A0,0x8009B9A0,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1932,False,False,,,size_mismatch,108,104,0,,,matching comparison: size_mismatch; current=104 retail=108
9F,func_8009BA0C,0x8009BA0C,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1942,False,False,,,match,112,112,13,,,normalized instructions and relocation targets match
A0,func_8009BA7C,0x8009BA7C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1951,False,False,,,size_mismatch,144,140,0,,,matching comparison: size_mismatch; current=140 retail=144
A1,FieldScriptSetDollyStop,0x8009A670,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1342,False,False,,,match,60,60,5,,,normalized instructions and relocation targets match
A2,func_8009A58C,0x8009A58C,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1321,False,False,,,match,84,84,9,,,normalized instructions and relocation targets match
A3,FieldScriptSetCameraPosMovementDest,0x80090228,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,224,False,False,,,match,216,216,27,,,normalized instructions and relocation targets match
A4,func_8009A490,0x8009A490,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1301,False,False,,,match,132,132,12,,,normalized instructions and relocation targets match
A5,FieldScriptWriteCameraDirection,0x8009A534,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1315,False,False,,,match,88,88,5,,,normalized instructions and relocation targets match
A6,func_80097410,0x80097410,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,54,False,False,,,match,60,60,3,,,normalized instructions and relocation targets match
A7,func_8009F5F4,0x8009F5F4,PORT_OVERRIDE_UNPROVEN,c,src/field/main/misc6.c,714,False,False,,,size_mismatch,1036,964,0,FIELD_VM_AUDIT_MUTANT_UPDATE_CHARACTER_ALLOW_MATERIAL|FIELD_VM_AUDIT_MUTANT_UPDATE_CHARACTER_INVERT_RESULT|FIELD_VM_AUDIT_MUTANT_UPDATE_CHARACTER_SKIP_COOLDOWN|XENO_PC_PORT,,native conditional body replaces retail fallback; current=964 retail=1036
A8,FieldScriptVMHandlerMulVariableWithRand,0x8009D1F0,RETAIL_MIPS_MATCH,c,src/field/scripts/variable_handlers.c,89,False,False,,,match,112,112,6,,,normalized instructions and relocation targets match
A9,func_8009BC98,0x8009BC98,C_NONMATCHING_UNPROVEN,c,src/field/dialogue/text_box.c,73,False,False,,,size_mismatch,448,432,0,,,matching comparison: size_mismatch; current=432 retail=448
AA,func_8009ACEC,0x8009ACEC,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1534,False,False,,,match,128,128,12,,,normalized instructions and relocation targets match
AB,FieldScriptResetCameraMovements,0x80090300,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,232,False,False,,,match,188,188,42,,,normalized instructions and relocation targets match
AC,FieldScriptStartCameraMovement,0x800903BC,C_NONMATCHING_UNPROVEN,c,src/field/camera/camera_movement.c,253,False,False,,,code_mismatch,1620,1620,7,,,matching comparison: code_mismatch; relative=0x80 current=3c010000 retail=3c040000 mask=ffff0000
AD,FieldScriptWriteCameraTweenTarget,0x80090B18,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,413,False,False,,,match,132,132,18,,,normalized instructions and relocation targets match
AE,FieldScriptWriteCameraTweenPosition,0x80090B9C,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,422,False,False,,,match,132,132,18,,,normalized instructions and relocation targets match
AF,func_80090C20,0x80090C20,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,434,False,False,,,match,152,152,18,,,normalized instructions and relocation targets match
B0,func_80090CB8,0x80090CB8,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,447,False,False,,,match,152,152,18,,,normalized instructions and relocation targets match
B1,func_80090D50,0x80090D50,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,460,False,False,,,match,156,156,18,,,normalized instructions and relocation targets match
B2,func_8009A5E0,0x8009A5E0,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1329,False,False,,,match,84,84,9,,,normalized instructions and relocation targets match
B3,FieldScriptFadeOut,0x8009731C,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,33,False,False,,,match,72,72,5,,,normalized instructions and relocation targets match
B4,FieldScriptFadeIn,0x80097364,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,42,False,False,,,match,64,64,4,,,normalized instructions and relocation targets match
B5,func_8009B8E4,0x8009B8E4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1913,False,False,,,size_mismatch,188,212,0,,,matching comparison: size_mismatch; current=212 retail=188
B6,func_8009B6AC,0x8009B6AC,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1849,False,False,,,match,92,92,5,,,normalized instructions and relocation targets match
B7,func_8009ADDC,0x8009ADDC,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1561,False,False,,,match,48,48,4,,,normalized instructions and relocation targets match
B8,func_8009AE0C,0x8009AE0C,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1566,False,False,,,match,48,48,4,,,normalized instructions and relocation targets match
B9,func_80096534,0x80096534,RETAIL_MIPS_MATCH,c,src/field/main/misc10.c,91,False,False,,,match,116,116,10,,,normalized instructions and relocation targets match
BA,func_800965A8,0x800965A8,RETAIL_MIPS_MATCH,c,src/field/main/misc10.c,101,False,False,,,match,76,76,6,,,normalized instructions and relocation targets match
BB,func_800965F4,0x800965F4,RETAIL_MIPS_MATCH,c,src/field/main/misc10.c,106,False,False,,,match,80,80,6,,,normalized instructions and relocation targets match
BC,func_800A0D3C,0x800A0D3C,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,1321,False,False,,,match,132,132,8,,,normalized instructions and relocation targets match
BD,func_80094A5C,0x80094A5C,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1295,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
BE,func_80094ACC,0x80094ACC,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1302,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
BF,func_80094B3C,0x80094B3C,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1309,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
C0,func_80094BAC,0x80094BAC,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1316,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
C1,func_80094C1C,0x80094C1C,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1323,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
C2,func_80094C8C,0x80094C8C,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1330,False,False,,,match,112,112,8,,,normalized instructions and relocation targets match
C3,func_800972F4,0x800972F4,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,28,False,False,,,match,40,40,4,,,normalized instructions and relocation targets match
C4,func_80093E30,0x80093E30,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1052,False,False,,,match,400,400,24,,,normalized instructions and relocation targets match
C5,func_80093FC0,0x80093FC0,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1080,False,False,,,match,408,408,24,,,normalized instructions and relocation targets match
C6,func_800A1E9C,0x800A1E9C,RETAIL_MIPS_MATCH,c,src/field/scripts/virtual_machine.c,221,False,False,,,match,44,44,6,,,normalized instructions and relocation targets match
C7,func_8009B824,0x8009B824,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1896,False,False,,,match,96,96,8,,,normalized instructions and relocation targets match
C8,func_8009B884,0x8009B884,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1904,False,False,,,match,96,96,8,,,normalized instructions and relocation targets match
C9,FieldScriptCheckTriggerZone2D,0x80095734,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1643,False,False,,,match,396,396,24,,,normalized instructions and relocation targets match
CA,FieldScriptAtan2,0x8009A824,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1375,False,False,,,match,184,184,15,,,normalized instructions and relocation targets match
CB,FieldScriptCheckTriggerZone,0x800958C0,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1677,False,False,,,match,444,444,24,,,normalized instructions and relocation targets match
CC,FieldScriptHandleTriggerZone,0x80095520,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1600,False,False,,,match,532,532,26,,,normalized instructions and relocation targets match
CD,func_8009DA70,0x8009DA70,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,71,False,False,,,match,40,40,2,,,normalized instructions and relocation targets match
CE,func_8009DA98,0x8009DA98,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,76,False,False,,,match,44,44,2,,,normalized instructions and relocation targets match
CF,func_8009CE48,0x8009CE48,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,565,False,False,,,match,152,152,10,,,normalized instructions and relocation targets match
D0,func_8009CEE0,0x8009CEE0,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,575,False,False,,,match,144,144,15,,,normalized instructions and relocation targets match
D1,func_8009CF70,0x8009CF70,RETAIL_MIPS_MATCH,c,src/field/scripts/variable_handlers.c,5,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
D2,func_8009C0B4,0x8009C0B4,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,165,False,False,,,match,40,40,3,,,normalized instructions and relocation targets match
D3,func_8009C0DC,0x8009C0DC,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,169,False,False,,,match,40,40,3,,,normalized instructions and relocation targets match
D4,func_8009C01C,0x8009C01C,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,147,False,False,,,match,152,152,10,,,normalized instructions and relocation targets match
D5,FieldScriptVMHandlerSetControllerBtnMask,0x80092628,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,331,False,False,,,match,60,60,5,,,normalized instructions and relocation targets match
D6,func_800925A0,0x800925A0,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,320,False,False,,,match,136,136,9,,,normalized instructions and relocation targets match
D7,func_800946BC,0x800946BC,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1227,False,False,,,match,84,84,5,,,normalized instructions and relocation targets match
D8,func_80094710,0x80094710,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1233,False,False,,,match,84,84,5,,,normalized instructions and relocation targets match
D9,func_80094764,0x80094764,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1239,False,False,,,match,76,76,5,,,normalized instructions and relocation targets match
DA,func_800921E8,0x800921E8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,223,False,False,,,size_mismatch,508,592,0,,,matching comparison: size_mismatch; current=592 retail=508
DB,func_80091F84,0x80091F84,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,163,False,False,,,match,192,192,10,,,normalized instructions and relocation targets match
DC,func_80092044,0x80092044,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,176,False,False,,,code_mismatch,148,148,6,,,matching comparison: code_mismatch; relative=0x48 current=3205ffff retail=02002821 mask=ffffffff
DD,func_80091E00,0x80091E00,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,121,False,False,,,size_mismatch,152,156,0,,,matching comparison: size_mismatch; current=156 retail=152
DE,FieldScriptVMHandlerVariableMul,0x8009D6D8,RETAIL_MIPS_MATCH,c,src/field/scripts/variable_handlers.c,194,False,False,,,match,144,144,11,,,normalized instructions and relocation targets match
DF,FieldScriptVMHandlerVariableDiv,0x8009D768,RETAIL_MIPS_MATCH,c,src/field/scripts/variable_handlers.c,205,False,False,,,match,156,156,11,,,normalized instructions and relocation targets match
E0,func_80091E98,0x80091E98,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,136,False,False,,,code_mismatch,236,236,8,,,matching comparison: code_mismatch; relative=0x64 current=00431021 retail=00621821 mask=ffffffff
E1,func_80091BBC,0x80091BBC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,88,False,False,,,size_mismatch,580,628,0,,,matching comparison: size_mismatch; current=628 retail=580
E2,func_80096150,0x80096150,RETAIL_MIPS_MATCH,c,src/field/main/input_script_handlers.c,30,False,False,,,match,40,40,3,,,normalized instructions and relocation targets match
E3,func_80096178,0x80096178,RETAIL_MIPS_MATCH,c,src/field/main/input_script_handlers.c,34,False,False,,,match,40,40,3,,,normalized instructions and relocation targets match
E4,func_80091AD4,0x80091AD4,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,60,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
E5,func_80091944,0x80091944,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,27,False,False,,,match,196,196,29,,,normalized instructions and relocation targets match
E6,func_80091A08,0x80091A08,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,41,False,False,,,code_mismatch,112,112,12,,,matching comparison: code_mismatch; relative=0x48 current=00000000 retail=00021023 mask=ffffffff
E7,func_80091A78,0x80091A78,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,53,False,False,,,code_mismatch,92,92,7,,,matching comparison: code_mismatch; relative=0x30 current=3c040000 retail=3c030000 mask=ffff0000
E8,func_80094158,0x80094158,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1112,False,False,,,match,596,596,45,,,normalized instructions and relocation targets match
E9,func_800943AC,0x800943AC,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1159,False,False,,,match,552,552,42,,,normalized instructions and relocation targets match
EA,func_80092DFC,0x80092DFC,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,535,False,False,,,match,164,164,15,,,normalized instructions and relocation targets match
EB,func_800910C0,0x800910C0,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,552,False,False,,,match,600,600,47,,,normalized instructions and relocation targets match
EC,func_80091318,0x80091318,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,582,False,False,,,match,684,684,65,,,normalized instructions and relocation targets match
ED,FieldScriptWriteCameraMovementParameter,0x800915C4,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,639,False,False,,,match,348,348,45,,,normalized instructions and relocation targets match
EE,FieldScriptSetCameraMovementParameter,0x80091720,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,675,False,False,,,match,548,548,72,,,normalized instructions and relocation targets match
EF,FieldScriptWaitForCameraMovement,0x8008FA38,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,33,False,False,,,match,132,132,9,,,normalized instructions and relocation targets match
F0,func_80090DEC,0x80090DEC,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,473,False,False,,,match,132,132,18,,,normalized instructions and relocation targets match
F1,func_8008B248,0x8008B248,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1504,False,False,,,match,168,168,8,,,normalized instructions and relocation targets match
F2,func_8008F90C,0x8008F90C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,3215,False,False,,,size_mismatch,300,308,0,,,matching comparison: size_mismatch; current=308 retail=300
F3,func_80090E70,0x80090E70,RETAIL_MIPS_MATCH,c,src/field/camera/camera_movement.c,481,False,False,,,match,408,408,30,,,normalized instructions and relocation targets match
F4,func_8009BE9C,0x8009BE9C,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,116,False,False,,,match,240,240,19,,,normalized instructions and relocation targets match
F5,func_8009C12C,0x8009C12C,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,177,False,False,,,match,40,40,3,,,normalized instructions and relocation targets match
F6,func_8008E8C8,0x8008E8C8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2812,False,False,,,code_mismatch,304,304,12,,,matching comparison: code_mismatch; relative=0xc0 current=00621821 retail=00431021 mask=ffffffff
F7,func_8008E85C,0x8008E85C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2802,False,False,,,match,108,108,11,,,normalized instructions and relocation targets match
F8,func_8008E59C,0x8008E59C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2718,False,False,,,relocation_target_mismatch,380,380,6,,,"matching comparison: relocation_target_mismatch; relative=0x40 current={} retail={('R_MIPS_HI16', 'jtbl_8006FC88', 0): 1}"
F9,FieldScriptSetParentActor,0x8008DE64,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2562,False,False,,,match,88,88,5,,,normalized instructions and relocation targets match
FA,func_800947B0,0x800947B0,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,1247,False,False,,,relocation_target_mismatch,360,360,9,,,"matching comparison: relocation_target_mismatch; relative=0x74 current={} retail={('R_MIPS_HI16', 'jtbl_8006FCA8', 0): 1}"
FB,func_8008D780,0x8008D780,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2432,False,False,,,match,136,136,9,,,normalized instructions and relocation targets match
FC,func_8009BF8C,0x8009BF8C,RETAIL_MIPS_MATCH,c,src/field/dialogue/text_box.c,138,False,False,,,match,144,144,10,,,normalized instructions and relocation targets match
FE,FieldScriptVM2Run,0x800869B8,RETAIL_MIPS_MATCH,c,src/field/main/misc8.c,3382,False,False,,,match,100,100,6,,,normalized instructions and relocation targets match
FE00,func_8008D2D8,0x8008D2D8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2309,False,False,,,match,8,8,0,,,normalized instructions and relocation targets match
FE01,func_8009F424,0x8009F424,RETAIL_MIPS_MATCH,c,src/field/main/misc6.c,635,False,False,,,match,168,168,12,,,normalized instructions and relocation targets match
FE02,func_80095B3C,0x80095B3C,RETAIL_MIPS_MATCH,c,src/field/main/misc11.c,1740,False,False,,,match,196,196,14,,,normalized instructions and relocation targets match
FE03,func_8008D0F4,0x8008D0F4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2267,False,False,,,size_mismatch,140,144,0,,,matching comparison: size_mismatch; current=144 retail=140
FE04,func_8008D26C,0x8008D26C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2304,False,False,,,size_mismatch,108,112,0,,,matching comparison: size_mismatch; current=112 retail=108
FE05,func_80095CC4,0x80095CC4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,1778,False,False,,,code_mismatch,168,168,4,,,matching comparison: code_mismatch; relative=0x44 current=00431021 retail=00621821 mask=ffffffff
FE06,func_80095D6C,0x80095D6C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc11.c,1794,False,False,,,code_mismatch,220,220,4,,,matching comparison: code_mismatch; relative=0x44 current=00431021 retail=00621821 mask=ffffffff
FE07,func_8008D604,0x8008D604,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2401,False,False,,,size_mismatch,128,120,0,,,matching comparison: size_mismatch; current=120 retail=128
FE08,func_8008D180,0x8008D180,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2279,False,False,,,size_mismatch,176,172,0,,,matching comparison: size_mismatch; current=172 retail=176
FE09,func_8008D078,0x8008D078,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2250,False,False,,,match,124,124,8,,,normalized instructions and relocation targets match
FE0A,func_8008D684,0x8008D684,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2412,False,False,,,match,124,124,6,,,normalized instructions and relocation targets match
FE0B,func_8008D700,0x8008D700,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2422,False,False,,,match,128,128,6,,,normalized instructions and relocation targets match
FE0C,func_8008CFEC,0x8008CFEC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2240,False,False,,,code_mismatch,140,140,16,,,matching comparison: code_mismatch; relative=0x60 current=3c040000 retail=3c030000 mask=ffff0000
FE0D,func_8008CF9C,0x8008CF9C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2233,False,False,,,match,80,80,6,,,normalized instructions and relocation targets match
FE0E,func_8008C84C,0x8008C84C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2078,False,False,,,match,236,236,24,,,normalized instructions and relocation targets match
FE0F,func_8008C938,0x8008C938,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2097,False,False,,,match,296,296,32,,,normalized instructions and relocation targets match
FE10,func_8008CA60,0x8008CA60,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2114,False,False,,,match,236,236,24,,,normalized instructions and relocation targets match
FE11,func_8008CB4C,0x8008CB4C,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2132,False,False,,,match,296,296,32,,,normalized instructions and relocation targets match
FE12,func_8008CC74,0x8008CC74,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2151,False,False,,,match,212,212,23,,,normalized instructions and relocation targets match
FE13,func_8008CD48,0x8008CD48,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2173,False,False,,,code_mismatch,140,140,3,,,matching comparison: code_mismatch; relative=0x1c current=a462010c retail=a462010a mask=ffffffff
FE14,func_8008CDD4,0x8008CDD4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2187,False,False,,,size_mismatch,144,152,0,,,matching comparison: size_mismatch; current=152 retail=144
FE15,func_800A14F0,0x800A14F0,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,1563,False,False,,,size_mismatch,308,312,0,,,matching comparison: size_mismatch; current=312 retail=308
FE16,func_8008C7D8,0x8008C7D8,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2060,False,False,,,match,116,116,7,,,normalized instructions and relocation targets match
FE17,func_8009AA00,0x8009AA00,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1437,False,False,,,code_mismatch,264,264,9,,,matching comparison: code_mismatch; relative=0xa8 current=00021823 retail=00021023 mask=ffffffff
FE18,func_8008BDD8,0x8008BDD8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1796,False,False,,,size_mismatch,352,368,0,,,matching comparison: size_mismatch; current=368 retail=352
FE19,func_8008C334,0x8008C334,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1929,False,False,,,code_mismatch,1188,1188,20,,,matching comparison: code_mismatch; relative=0xe4 current=3c020001 retail=3c080001 mask=ffffffff
FE1A,func_8008B894,0x8008B894,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1670,False,False,,,match,228,228,28,,,normalized instructions and relocation targets match
FE1B,func_8008B5D4,0x8008B5D4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,1574,False,False,,,size_mismatch,704,480,0,FIELD_VM_AUDIT_MUTANT_PRIM_SKIP_ALT_COPY|FIELD_VM_AUDIT_MUTANT_PRIM_TRIANGLE_STRIDE_28,,matching comparison: size_mismatch; current=480 retail=704
FE1C,func_80098A7C,0x80098A7C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,593,False,False,,,size_mismatch,388,344,0,,,matching comparison: size_mismatch; current=344 retail=388
FE1D,func_800984EC,0x800984EC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,499,False,False,,,size_mismatch,208,196,0,,,matching comparison: size_mismatch; current=196 retail=208
FE1E,func_8009FB98,0x8009FB98,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,930,False,False,,,code_mismatch,120,120,9,,,matching comparison: code_mismatch; relative=0x3c current=3c020000 retail=3c030000 mask=ffff0000
FE1F,func_8009FDD4,0x8009FDD4,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,993,False,False,,,code_mismatch,120,120,5,,,matching comparison: code_mismatch; relative=0x34 current=00821021 retail=00441021 mask=ffffffff
FE20,func_8009FE4C,0x8009FE4C,C_NONMATCHING_UNPROVEN,c,src/field/main/misc6.c,1004,False,False,,,code_mismatch,152,152,8,,,matching comparison: code_mismatch; relative=0x54 current=00821021 retail=00441021 mask=ffffffff
FE21,func_800A06E8,0x800A06E8,PORT_OVERRIDE_UNPROVEN,native_c_override,src/field/main/misc6.c,1212,False,False,,,match,464,464,39,else(ifdef XENO_PC_PORT)|ifdef XENO_PC_PORT,,native conditional body replaces retail fallback
FE22,func_8009B664,0x8009B664,RETAIL_MIPS_MATCH,c,src/field/main/misc7.c,1844,False,False,,,match,72,72,6,,,normalized instructions and relocation targets match
FE23,func_8009B398,0x8009B398,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1774,False,False,,,size_mismatch,716,568,0,FIELD_VM_AUDIT_MUTANT_PARTY_GROUP_IP_1,,matching comparison: size_mismatch; current=568 retail=716
FE24,func_8009B210,0x8009B210,C_NONMATCHING_UNPROVEN,c,src/field/main/misc7.c,1730,False,False,,,size_mismatch,296,288,0,,,matching comparison: size_mismatch; current=288 retail=296
FE25,func_8008D5C8,0x8008D5C8,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2390,False,False,,,code_mismatch,60,60,2,,,matching comparison: code_mismatch; relative=0x8 current=3c020000 retail=3c030000 mask=ffff0000
FE26,func_8008B2F0,0x8008B2F0,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1514,False,False,,,match,56,56,3,,,normalized instructions and relocation targets match
FE27,func_8008B328,0x8008B328,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,1519,False,False,,,match,308,308,25,,,normalized instructions and relocation targets match
FE28,func_8008E4EC,0x8008E4EC,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2702,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE29,func_8008E518,0x8008E518,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2706,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE2A,func_8008E544,0x8008E544,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2710,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE2B,func_8008E570,0x8008E570,RETAIL_MIPS_MATCH,c,src/field/main/misc.c,2714,False,False,,,match,44,44,3,,,normalized instructions and relocation targets match
FE2C,FieldScriptWriteActorFlags1,0x8008DEBC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2570,False,False,,,code_mismatch,136,136,0,,,matching comparison: code_mismatch; relative=0x4 current=afb00010 retail=34040001 mask=ffffffff
FE2D,FieldScriptWriteActorFlags2,0x8008DF44,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2581,False,False,,,code_mismatch,136,136,0,,,matching comparison: code_mismatch; relative=0x4 current=afb00010 retail=34040001 mask=ffffffff
FE2E,FieldScriptWriteActorFlags3,0x8008DFCC,C_NONMATCHING_UNPROVEN,c,src/field/main/misc.c,2592,False,False,,,code_mismatch,136,136,0,,,matching comparison: code_mismatch; relative=0x4 current=afb00010 retail=34040001 mask=ffffffff
